score;completeness;rescuebot_action;rescuebot_location;alice_action;alice_location;name;competency_rescue_severelyInjured;competency_rescue_mildlyInjured;competency_arrival;willingness_search;willingness_response;willingness_rescue;world_nr;tick_nr
0;0.0;;(22, 11);;(22, 12);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;81
0;0.0;;(22, 11);;(22, 12);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;82
0;0.0;;(22, 11);;(22, 12);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;83
0;0.0;;(22, 11);;(22, 12);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;84
0;0.0;;(22, 11);;(22, 12);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;85
0;0.0;;(22, 11);;(22, 12);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;86
0;0.0;;(22, 11);;(22, 12);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;87
0;0.0;;(22, 11);;(22, 12);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;88
0;0.0;;(22, 11);;(22, 12);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;89
0;0.0;;(22, 11);;(22, 12);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;90
0;0.0;;(22, 11);;(22, 12);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;91
0;0.0;;(22, 11);;(22, 12);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;92
0;0.0;;(22, 11);;(22, 12);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;93
0;0.0;;(22, 11);;(22, 12);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;94
0;0.0;;(22, 11);;(22, 12);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;95
0;0.0;;(22, 11);;(22, 12);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;96
0;0.0;;(22, 11);;(22, 12);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;97
0;0.0;;(22, 11);;(22, 12);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;98
0;0.0;;(22, 11);;(22, 12);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;99
0;0.0;;(22, 11);;(22, 12);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;100
0;0.0;;(22, 11);;(22, 12);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;101
0;0.0;;(22, 11);;(22, 12);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;102
0;0.0;;(22, 11);;(22, 12);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;103
0;0.0;;(22, 11);;(22, 12);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;104
0;0.0;;(22, 11);;(22, 12);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;105
0;0.0;;(22, 11);;(22, 12);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;106
0;0.0;;(22, 11);;(22, 12);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;107
0;0.0;;(22, 11);;(22, 12);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;108
0;0.0;;(22, 11);;(22, 12);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;109
0;0.0;;(22, 11);;(22, 12);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;110
0;0.0;;(22, 11);;(22, 12);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;111
0;0.0;;(22, 11);;(22, 12);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;112
0;0.0;;(22, 11);;(22, 12);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;113
0;0.0;;(22, 11);;(22, 12);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;114
0;0.0;;(22, 11);;(22, 12);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;115
0;0.0;;(22, 11);;(22, 12);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;116
0;0.0;;(22, 11);;(22, 12);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;117
0;0.0;;(22, 11);;(22, 12);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;118
0;0.0;;(22, 11);;(22, 12);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;119
0;0.0;;(22, 11);;(22, 12);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;120
0;0.0;;(22, 11);;(22, 12);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;121
0;0.0;;(22, 11);;(22, 12);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;122
0;0.0;;(22, 11);;(22, 12);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;123
0;0.0;;(22, 11);;(22, 12);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;124
0;0.0;;(22, 11);;(22, 12);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;125
0;0.0;;(22, 11);;(22, 12);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;126
0;0.0;;(22, 11);;(22, 12);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;127
0;0.0;;(22, 11);;(22, 12);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;128
0;0.0;;(22, 11);;(22, 12);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;129
0;0.0;;(22, 11);;(22, 12);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;130
0;0.0;;(22, 11);;(22, 12);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;131
0;0.0;;(22, 11);;(22, 12);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;132
0;0.0;;(22, 11);;(22, 12);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;133
0;0.0;;(22, 11);;(22, 12);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;134
0;0.0;;(22, 11);;(22, 12);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;135
0;0.0;;(22, 11);;(22, 12);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;136
0;0.0;;(22, 11);;(22, 12);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;137
0;0.0;;(22, 11);;(22, 12);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;138
0;0.0;;(22, 11);;(22, 12);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;139
0;0.0;;(22, 11);;(22, 12);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;140
0;0.0;;(22, 11);;(22, 12);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;141
0;0.0;;(22, 11);;(22, 12);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;142
0;0.0;;(22, 11);;(22, 12);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;143
0;0.0;;(22, 11);;(22, 12);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;144
0;0.0;;(22, 11);;(22, 12);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;145
0;0.0;;(22, 11);;(22, 12);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;146
0;0.0;;(22, 11);;(22, 12);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;147
0;0.0;;(22, 11);;(22, 12);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;148
0;0.0;;(22, 11);MoveWest;(21, 12);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;149
0;0.0;;(22, 11);MoveNorth;(21, 11);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;150
0;0.0;;(22, 11);;(21, 11);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;151
0;0.0;;(22, 11);;(21, 11);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;152
0;0.0;;(22, 11);;(21, 11);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;153
0;0.0;;(22, 11);;(21, 11);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;154
0;0.0;;(22, 11);;(21, 11);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;155
0;0.0;;(22, 11);MoveNorth;(21, 10);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;156
0;0.0;;(22, 11);;(21, 10);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;157
0;0.0;;(22, 11);;(21, 10);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;158
0;0.0;;(22, 11);;(21, 10);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;159
0;0.0;;(22, 11);MoveWest;(20, 10);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;160
0;0.0;MoveNorth;(22, 11);;(20, 10);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;161
0;0.0;MoveNorth;(22, 11);;(20, 10);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;162
0;0.0;MoveNorth;(22, 11);;(20, 10);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;163
0;0.0;MoveNorth;(22, 11);MoveWest;(19, 10);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;164
0;0.0;MoveNorth;(22, 11);;(19, 10);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;165
0;0.0;MoveNorth;(22, 11);;(19, 10);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;166
0;0.0;MoveNorth;(22, 11);;(19, 10);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;167
0;0.0;MoveNorth;(22, 11);;(19, 10);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;168
0;0.0;MoveNorth;(22, 10);;(19, 10);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;169
0;0.0;MoveNorth;(22, 10);;(19, 10);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;170
0;0.0;MoveNorth;(22, 10);;(19, 10);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;171
0;0.0;MoveNorth;(22, 10);;(19, 10);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;172
0;0.0;MoveNorth;(22, 10);;(19, 10);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;173
0;0.0;MoveNorth;(22, 10);;(19, 10);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;174
0;0.0;MoveNorth;(22, 10);;(19, 10);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;175
0;0.0;MoveNorth;(22, 10);;(19, 10);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;176
0;0.0;MoveNorth;(22, 10);;(19, 10);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;177
0;0.0;MoveNorth;(22, 9);;(19, 10);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;178
0;0.0;MoveNorth;(22, 9);;(19, 10);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;179
0;0.0;MoveNorth;(22, 9);;(19, 10);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;180
0;0.0;MoveNorth;(22, 9);;(19, 10);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;181
0;0.0;MoveNorth;(22, 9);;(19, 10);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;182
0;0.0;MoveNorth;(22, 9);;(19, 10);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;183
0;0.0;MoveNorth;(22, 9);;(19, 10);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;184
0;0.0;MoveNorth;(22, 9);;(19, 10);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;185
0;0.0;MoveNorth;(22, 9);;(19, 10);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;186
0;0.0;MoveNorth;(22, 8);;(19, 10);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;187
0;0.0;MoveNorth;(22, 8);;(19, 10);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;188
0;0.0;MoveNorth;(22, 8);;(19, 10);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;189
0;0.0;MoveNorth;(22, 8);;(19, 10);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;190
0;0.0;MoveNorth;(22, 8);;(19, 10);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;191
0;0.0;MoveNorth;(22, 8);;(19, 10);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;192
0;0.0;MoveNorth;(22, 8);;(19, 10);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;193
0;0.0;MoveNorth;(22, 8);;(19, 10);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;194
0;0.0;MoveNorth;(22, 8);;(19, 10);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;195
0;0.0;MoveNorth;(22, 7);;(19, 10);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;196
0;0.0;MoveNorthWest;(22, 7);;(19, 10);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;197
0;0.0;MoveNorthWest;(22, 7);;(19, 10);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;198
0;0.0;MoveNorthWest;(22, 7);;(19, 10);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;199
0;0.0;MoveNorthWest;(22, 7);;(19, 10);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;200
0;0.0;MoveNorthWest;(22, 7);;(19, 10);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;201
0;0.0;MoveNorthWest;(22, 7);;(19, 10);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;202
0;0.0;MoveNorthWest;(22, 7);;(19, 10);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;203
0;0.0;MoveNorthWest;(22, 7);;(19, 10);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;204
0;0.0;MoveNorthWest;(21, 6);MoveNorth;(19, 9);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;205
0;0.0;MoveWest;(21, 6);MoveNorth;(19, 9);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;206
0;0.0;MoveWest;(21, 6);MoveNorth;(19, 9);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;207
0;0.0;MoveWest;(21, 6);MoveNorth;(19, 9);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;208
0;0.0;MoveWest;(21, 6);MoveNorth;(19, 9);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;209
0;0.0;MoveWest;(21, 6);MoveNorth;(19, 9);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;210
0;0.0;MoveWest;(21, 6);MoveNorth;(19, 8);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;211
0;0.0;MoveWest;(21, 6);MoveNorth;(19, 8);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;212
0;0.0;MoveWest;(21, 6);MoveNorth;(19, 8);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;213
0;0.0;MoveWest;(20, 6);MoveNorth;(19, 8);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;214
0;0.0;MoveWest;(20, 6);MoveNorth;(19, 8);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;215
0;0.0;MoveWest;(20, 6);MoveNorth;(19, 8);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;216
0;0.0;MoveWest;(20, 6);MoveNorth;(19, 7);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;217
0;0.0;MoveWest;(20, 6);MoveNorth;(19, 7);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;218
0;0.0;MoveWest;(20, 6);MoveNorth;(19, 7);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;219
0;0.0;MoveWest;(20, 6);MoveNorth;(19, 7);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;220
0;0.0;MoveWest;(20, 6);MoveNorth;(19, 7);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;221
0;0.0;MoveWest;(20, 6);MoveNorth;(19, 7);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;222
0;0.0;MoveWest;(19, 6);MoveNorth;(19, 6);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;223
0;0.0;MoveWest;(19, 6);MoveNorth;(19, 6);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;224
0;0.0;MoveWest;(19, 6);MoveNorth;(19, 6);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;225
0;0.0;MoveWest;(19, 6);MoveNorth;(19, 6);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;226
0;0.0;MoveWest;(19, 6);MoveNorth;(19, 6);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;227
0;0.0;MoveWest;(19, 6);MoveNorth;(19, 6);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;228
0;0.0;MoveWest;(19, 6);MoveNorth;(19, 5);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;229
0;0.0;MoveWest;(19, 6);MoveNorth;(19, 5);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;230
0;0.0;MoveWest;(19, 6);MoveNorth;(19, 5);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;231
0;0.0;MoveWest;(19, 6);MoveNorth;(19, 5);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;232
0;0.0;MoveWest;(19, 6);MoveNorth;(19, 5);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;233
0;0.0;MoveWest;(19, 6);MoveNorth;(19, 5);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;234
0;0.0;MoveWest;(19, 6);MoveNorth;(19, 5);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;235
0;0.0;MoveWest;(19, 6);MoveWest;(19, 5);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;236
0;0.0;MoveWest;(18, 6);MoveWest;(19, 5);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;237
0;0.0;MoveWest;(18, 6);MoveWest;(19, 5);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;238
0;0.0;MoveWest;(18, 6);MoveWest;(19, 5);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;239
0;0.0;MoveWest;(18, 6);MoveWest;(19, 5);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;240
0;0.0;MoveWest;(18, 6);MoveWest;(18, 5);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;241
0;0.0;MoveWest;(18, 6);MoveWest;(17, 5);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;242
0;0.0;MoveWest;(18, 6);MoveWest;(16, 5);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;243
0;0.0;MoveWest;(18, 6);;(16, 5);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;244
0;0.0;MoveWest;(18, 6);;(16, 5);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;245
0;0.0;MoveWest;(17, 6);;(16, 5);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;246
0;0.0;MoveNorthWest;(17, 6);;(16, 5);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;247
0;0.0;MoveNorthWest;(17, 6);;(16, 5);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;248
0;0.0;MoveNorthWest;(17, 6);;(16, 5);Alice;1.0;1.0;1.0;1.0;1.0;1.0;1;249
